Name,Catches,Run Outs,Dropped Catches,Missed Runouts,Match_Id,Success Rate,,,,,,,,,,,,,,
Nuwan Pradeep,0,1,0,0,913631,1,,,,,,,,,,,,,,
Kusal Perera,1,1,0,0,995457,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,1,0,995457,0.5,,,,,,,,,,,,,,
Danushka Gunathilaka,2,0,0,0,995457,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,995457,1,,,,,,,,,,,,,,
Lakshan Sandakan,1,0,0,0,995457,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,1,0,0,995459,1,,,,,,,,,,,,,,
Dilruwan Perera,1,0,0,0,995459,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,995459,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,2,0,0,0,995459,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,995459,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,995461,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,995461,1,,,,,,,,,,,,,,
Kusal Perera,0,1,0,0,995461,1,,,,,,,,,,,,,,
Dilruwan Perera,1,0,0,0,995461,1,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,0,0,995461,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,995465,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,995465,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,995465,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,995465,1,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,1059710,1,,,,,,,,,,,,,,
Sachith Pathirana,1,0,0,0,1059710,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,1,0,0,1059710,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,1059710,1,,,,,,,,,,,,,,
Shehan jayasuriya,1,0,0,0,1059710,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1059711,1,,,,,,,,,,,,,,
Shehan jayasuriya,0,0,1,0,1059711,0,,,,,,,,,,,,,,
Nuwan Kulasekara,0,2,0,0,1059711,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1059711,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,1059711,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1059711,1,,,,,,,,,,,,,,
Kusal Mendis,0,1,0,0,1059713,1,,,,,,,,,,,,,,
Niroshan Dickwella,0,1,0,0,1059713,1,,,,,,,,,,,,,,
Upul Tharanga,1,1,1,0,1059714,0.666666667,,,,,,,,,,,,,,
Kusal Mendis,0,1,1,0,1059714,0.5,,,,,,,,,,,,,,
Niroshan Dickwella,1,1,0,0,1059714,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,1,0,0,1059714,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,1059714,1,,,,,,,,,,,,,,
Sachith Pathirana,2,0,0,0,1059716,1,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1059716,1,,,,,,,,,,,,,,
Jeffrey Vandersay,1,0,0,0,1059716,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1059716,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1059716,1,,,,,,,,,,,,,,
Sandun Weerakkody,1,0,0,0,936159,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,0,1,936159,0,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,936159,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,1,0,936161,0.5,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,936161,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,1,0,936161,0.5,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,1,0,936161,0.5,,,,,,,,,,,,,,
Sachith Pathirana,0,1,0,0,936163,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,1,0,936163,0,,,,,,,,,,,,,,
Lahiru Madushanka,0,1,0,0,936163,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,936163,1,,,,,,,,,,,,,,
Asela Gunaratne,2,0,0,0,936165,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,936165,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,936165,1,,,,,,,,,,,,,,
Sandun Weerakkody,1,0,0,0,936167,1,,,,,,,,,,,,,,
Sachith Pathirana,0,0,1,0,936167,0,,,,,,,,,,,,,,
Upul Tharanga,0,0,1,0,936167,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,936167,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,936167,1,,,,,,,,,,,,,,
Lahiru Kumara,1,0,0,0,936167,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,936167,1,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,936167,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,1083446,1,,,,,,,,,,,,,,
Milinda Siriwardana,0,0,1,0,1083446,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,1083446,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1083446,1,,,,,,,,,,,,,,
Lakshan Sandakan,2,0,0,0,1083446,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,1083448,1,,,,,,,,,,,,,,
Dinesh Chandimal,2,1,0,0,1083448,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,1083448,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1083448,1,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,0,0,1083448,1,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,1083448,1,,,,,,,,,,,,,,
Kusal Mendis,0,1,0,0,1022351,1,,,,,,,,,,,,,,
Lasith Malinga,0,0,1,0,1022351,0,,,,,,,,,,,,,,
Niroshan Dickwella,1,1,0,0,1022351,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,1022351,1,,,,,,,,,,,,,,
Chamara Kapugedera,1,0,0,0,1022351,1,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,0,0,1022351,1,,,,,,,,,,,,,,
Upul Tharanga,0,1,0,0,1022351,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1022361,1,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,1022361,0,,,,,,,,,,,,,,
Nuwan Pradeep,0,0,0,1,1022361,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1022361,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1022361,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,1022361,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1022361,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1022369,1,,,,,,,,,,,,,,
Seekkuge Prasanna,0,0,1,0,1022369,0,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,1022369,1,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,1022369,0,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,1022369,1,,,,,,,,,,,,,,
Nuwan Pradeep,1,0,0,0,1022369,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1022369,1,,,,,,,,,,,,,,
Thisara Perera,0,1,1,0,1022369,0.5,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,1,0,1104478,0.5,,,,,,,,,,,,,,
Lasith Malinga,0,0,1,0,1104478,0,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,1104478,0,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,1104478,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1104478,1,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,1104479,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,1,0,1104479,0.666666667,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,1104479,0,,,,,,,,,,,,,,
Kusal Mendis,0,0,1,0,1104479,0,,,,,,,,,,,,,,
Nuwan Pradeep,2,0,0,0,1104479,1,,,,,,,,,,,,,,
Nuwan Pradeep,1,0,0,0,1104480,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1104480,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1104480,1,,,,,,,,,,,,,,
Lakshan Sandakan,0,1,0,0,1104480,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1104481,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,1,0,0,1104481,1,,,,,,,,,,,,,,
PWH de Silva,1,0,0,0,1104481,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,1104481,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,1104482,1,,,,,,,,,,,,,,
PWH de Silva,1,0,0,0,1104482,1,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,1104482,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,1,0,1104482,0.5,,,,,,,,,,,,,,
Chamara Kapugedera,0,1,0,0,1109605,1,,,,,,,,,,,,,,
Niroshan Dickwella,0,0,1,0,1109605,0,,,,,,,,,,,,,,
Upul Tharanga,0,0,1,0,1109605,0,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1109606,1,,,,,,,,,,,,,,
Niroshan Dickwella,0,1,0,0,1109606,1,,,,,,,,,,,,,,
Dushmantha Chameera,1,0,0,0,1109607,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,1109607,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1109608,1,,,,,,,,,,,,,,
Malinda Pushpakumara,1,0,0,0,1109608,1,,,,,,,,,,,,,,
Akila Dananjaya,0,0,1,0,1109608,0,,,,,,,,,,,,,,
Dilshan Munaweera,1,0,1,0,1109608,0.5,,,,,,,,,,,,,,
PWH de Silva,2,0,0,0,1109608,1,,,,,,,,,,,,,,
Malinda Pushpakumara,1,0,0,0,1109609,1,,,,,,,,,,,,,,
Dilshan Munaweera,1,0,0,0,1109609,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1109609,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1109609,1,,,,,,,,,,,,,,
Akila Dananjaya,2,0,0,0,1120286,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,1,0,1120286,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1120286,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1120286,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1120286,1,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,1120287,1,,,,,,,,,,,,,,
Upul Tharanga,0,0,2,0,1120287,0,,,,,,,,,,,,,,
Milinda Siriwardana,1,0,0,0,1120287,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1120287,1,,,,,,,,,,,,,,
Akila Dananjaya,1,1,0,0,1120287,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,1,1,0,1120288,0.666666667,,,,,,,,,,,,,,
Niroshan Dickwella,0,1,0,0,1120289,1,,,,,,,,,,,,,,
Seekkuge Prasanna,0,0,1,0,1120289,0,,,,,,,,,,,,,,
Upul Tharanga,0,0,1,0,1120289,0,,,,,,,,,,,,,,
Lahiru Gamage,1,0,0,0,1120289,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1120290,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,1,0,0,1122726,1,,,,,,,,,,,,,,
Angelo Mathews,2,0,0,0,1122726,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,1122726,1,,,,,,,,,,,,,,
Lahiru Thirimanne,2,0,0,0,1122727,1,,,,,,,,,,,,,,
Chaturanga de Silva,1,0,0,0,1122727,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1122728,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,1122728,0,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,1130738,1,,,,,,,,,,,,,,
Thisara Perera,0,0,0,1,1130738,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1130738,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1130738,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1130738,1,,,,,,,,,,,,,,
Akila Dananjaya,1,0,0,0,1130738,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1130739,1,,,,,,,,,,,,,,
Kusal Mendis,0,0,1,0,1130739,0,,,,,,,,,,,,,,
Asela Gunaratne,1,0,0,0,1130739,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1130739,1,,,,,,,,,,,,,,
Akila Dananjaya,1,0,0,0,1130739,1,,,,,,,,,,,,,,
Upul Tharanga,3,0,1,0,1130740,0.75,,,,,,,,,,,,,,
Niroshan Dickwella,2,1,0,0,1130740,1,,,,,,,,,,,,,,
Kusal Mendis,1,1,0,0,1130740,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,1,0,0,1130742,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1130742,1,,,,,,,,,,,,,,
Dushmantha Chameera,1,0,0,0,1130742,1,,,,,,,,,,,,,,
Shehan Madushanka,1,0,0,0,1130742,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1130742,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1130742,1,,,,,,,,,,,,,,
Akila Dananjaya,2,0,0,0,1130743,1,,,,,,,,,,,,,,
Dushmantha Chameera,0,0,1,0,1130743,0,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,1130743,1,,,,,,,,,,,,,,
Asela Gunaratne,1,1,0,0,1130743,1,,,,,,,,,,,,,,
Upul Tharanga,2,0,0,0,1130743,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1130743,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1142584,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1142584,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1142585,1,,,,,,,,,,,,,,
Kasun Rajitha,0,0,1,0,1142585,0,,,,,,,,,,,,,,
Akila Dananjaya,2,0,0,0,1142585,1,,,,,,,,,,,,,,
Kusal Perera,1,0,1,0,1142585,0.5,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,1142585,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1142586,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1142586,1,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1142586,1,,,,,,,,,,,,,,
Lahiru Kumara,1,0,0,0,1142587,1,,,,,,,,,,,,,,
Suranga Lakmal,0,0,1,0,1142587,0,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1142587,1,,,,,,,,,,,,,,
Dasun Shanaka,0,1,0,0,1142587,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1142587,1,,,,,,,,,,,,,,
Akila Dananjaya,1,0,0,0,1142588,1,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1142588,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1142588,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1142588,1,,,,,,,,,,,,,,
Kusal Mendis,2,1,0,0,1153243,1,,,,,,,,,,,,,,
Dilruwan Perera,0,0,1,0,1153243,0,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,1153243,0,,,,,,,,,,,,,,
Kusal Perera,2,1,0,0,1153243,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,1,0,1153243,0.5,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,1153243,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1153243,1,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,1153245,1,,,,,,,,,,,,,,
Dasun Shanaka,0,0,1,0,1153245,0,,,,,,,,,,,,,,
Akila Dananjaya,1,0,0,0,1153245,1,,,,,,,,,,,,,,
Sadeera Samarawickrama,1,0,0,0,1140379,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1140379,1,,,,,,,,,,,,,,
Akila Dananjaya,2,0,0,0,1140380,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,1140380,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,1,0,1140380,0.5,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1140381,1,,,,,,,,,,,,,,
Niroshan Dickwella,0,1,0,0,1140382,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Sadeera Samarawickrama,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Lakshan Sandakan,1,0,0,0,1140383,1,,,,,,,,,,,,,,
Lakshan Sandakan,2,0,1,0,1153840,0.666666667,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,0,0,1153840,1,,,,,,,,,,,,,,
Thisara Perera,1,1,0,0,1153840,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1153840,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,1,0,0,1153841,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,1,0,1153841,0,,,,,,,,,,,,,,
Thisara Perera,0,2,0,0,1153841,1,,,,,,,,,,,,,,
Lakshan Sandakan,1,1,0,0,1153841,1,,,,,,,,,,,,,,
Kusal Perera,0,1,0,0,1153841,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,1,0,0,1153841,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1153842,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,0,1,0,1153842,0,,,,,,,,,,,,,,
Lakshan Sandakan,0,0,1,0,1153842,0,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1153842,1,,,,,,,,,,,,,,
Niroshan Dickwella,1,0,0,0,1144167,1,,,,,,,,,,,,,,
Lakshan Sandakan,0,0,1,0,1144167,0,,,,,,,,,,,,,,
Niroshan Dickwella,2,2,0,0,1144168,1,,,,,,,,,,,,,,
Akila Dananjaya,1,0,0,0,1144168,1,,,,,,,,,,,,,,
Kasun Rajitha,1,0,0,0,1144168,1,,,,,,,,,,,,,,
Avishka Fernando,1,0,0,0,1144168,1,,,,,,,,,,,,,,
Niroshan Dickwella,2,0,0,0,1144169,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,1144169,1,,,,,,,,,,,,,,
Oshada Fernando,0,0,1,0,1144169,0,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,1144170,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1144170,1,,,,,,,,,,,,,,
Dhananjaya de Silva,1,0,0,0,1144170,1,,,,,,,,,,,,,,
Priyamal Perera,1,0,0,0,1144170,1,,,,,,,,,,,,,,
Avishka Fernando,1,0,0,0,1144171,1,,,,,,,,,,,,,,
Oshada Fernando,0,0,1,0,1144171,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1144171,1,,,,,,,,,,,,,,
Avishka Fernando,2,0,0,0,1169332,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,1169332,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1169332,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,1,0,0,1169332,1,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,1169332,1,,,,,,,,,,,,,,
Dhananjaya de Silva,0,2,0,0,1169332,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,1,0,0,1144489,1,,,,,,,,,,,,,,
Kusal Mendis,0,0,1,0,1144489,0,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1144489,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1144489,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1144489,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,0,0,0,1144502,1,,,,,,,,,,,,,,
Isuru Udana,1,2,0,0,1144502,1,,,,,,,,,,,,,,
Milinda Siriwardana,1,0,0,0,1144502,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1144509,1,,,,,,,,,,,,,,
Kusal Perera,4,0,0,0,1144509,1,,,,,,,,,,,,,,
Isuru Udana,2,0,0,0,1144509,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1144509,1,,,,,,,,,,,,,,
Jeffrey Vandersay,1,0,0,0,1144521,1,,,,,,,,,,,,,,
Kusal Perera,2,0,0,0,1144521,1,,,,,,,,,,,,,,
Dhananjaya de Silva,0,1,0,0,1144521,1,,,,,,,,,,,,,,
Jeevan Mendis,1,0,0,0,1144521,1,,,,,,,,,,,,,,
Kusal Mendis,0,0,1,0,1144521,0,,,,,,,,,,,,,,
Isuru Udana,0,2,0,0,1144521,1,,,,,,,,,,,,,,
Kasun Rajitha,0,1,0,0,1144521,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,1144526,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,1144526,1,,,,,,,,,,,,,,
Kusal Mendis,2,1,0,0,1193504,1,,,,,,,,,,,,,,
PWH de Silva,1,0,0,0,1193504,1,,,,,,,,,,,,,,
Avishka Fernando,1,0,0,0,1193504,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,1193504,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,1,0,1193505,0.5,,,,,,,,,,,,,,
Akila Dananjaya,0,0,1,0,1193505,0,,,,,,,,,,,,,,
Dhananjaya de Silva,0,1,0,0,1193505,1,,,,,,,,,,,,,,
Kusal Perera,1,2,0,0,1193505,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,0,0,0,1193505,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,1,0,0,1193505,1,,,,,,,,,,,,,,
Avishka Fernando,1,0,0,0,1193506,1,,,,,,,,,,,,,,
Kusal Perera,2,2,0,0,1193506,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,1193506,1,,,,,,,,,,,,,,
Lahiru Kumara,1,0,0,0,1193506,1,,,,,,,,,,,,,,
Dhananjaya de Silva,2,0,0,0,1193506,1,,,,,,,,,,,,,,
Dimuth Karunaratne,0,1,0,0,1193506,1,,,,,,,,,,,,,,
Isuru Udana,1,0,1,0,1198487,0.5,,,,,,,,,,,,,,
PWH de Silva,1,1,0,0,1198487,1,,,,,,,,,,,,,,
Sadeera Samarawickrama,0,1,0,0,1198487,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,2,1,0,1198487,0.666666667,,,,,,,,,,,,,,
Lahiru Thirimanne,0,1,0,0,1198487,1,,,,,,,,,,,,,,
Oshada Fernando,1,0,0,0,1198487,1,,,,,,,,,,,,,,
Dasun Shanaka,1,0,0,0,1198488,1,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,1198488,0,,,,,,,,,,,,,,
Sadeera Samarawickrama,0,0,1,0,1198488,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
